"","municipality_code","accident_severity_category_fr","tot_accident_municipality","tot_accident_severity_category"
"1",1,"accident avec blessés graves",8,4
"2",1,"accident avec blessés légers",8,4
"3",2,"accident avec blessés graves",14,4
"4",2,"accident avec blessés légers",14,10
"5",3,"accident avec tués",5,1
"6",3,"accident avec blessés graves",5,1
"7",3,"accident avec blessés légers",5,3
"8",4,"accident avec blessés graves",7,2
"9",4,"accident avec blessés légers",7,5
"10",6,"accident avec blessés légers",5,5
"11",7,"accident avec blessés graves",7,1
"12",7,"accident avec blessés légers",7,6
"13",8,"accident avec blessés graves",2,1
"14",8,"accident avec blessés légers",2,1
"15",9,"accident avec blessés graves",6,2
"16",9,"accident avec blessés légers",6,4
"17",10,"accident avec blessés légers",8,8
"18",11,"accident avec blessés légers",1,1
"19",12,"accident avec blessés légers",2,2
"20",13,"accident avec blessés légers",7,7
"21",14,"accident avec blessés graves",6,2
"22",14,"accident avec blessés légers",6,4
"23",22,"accident avec blessés graves",1,1
"24",24,"accident avec blessés graves",3,2
"25",24,"accident avec blessés légers",3,1
"26",25,"accident avec blessés légers",3,3
"27",26,"accident avec blessés légers",1,1
"28",27,"accident avec tués",4,1
"29",27,"accident avec blessés légers",4,3
"30",28,"accident avec blessés graves",7,2
"31",28,"accident avec blessés légers",7,5
"32",29,"accident avec blessés légers",1,1
"33",31,"accident avec blessés légers",3,3
"34",33,"accident avec blessés légers",6,6
"35",34,"accident avec blessés légers",2,2
"36",35,"accident avec blessés graves",3,1
"37",35,"accident avec blessés légers",3,2
"38",37,"accident avec blessés graves",2,2
"39",38,"accident avec blessés graves",4,2
"40",38,"accident avec blessés légers",4,2
"41",39,"accident avec blessés légers",1,1
"42",40,"accident avec blessés graves",2,1
"43",40,"accident avec blessés légers",2,1
"44",43,"accident avec blessés légers",1,1
"45",51,"accident avec blessés légers",7,7
"46",52,"accident avec blessés légers",12,12
"47",53,"accident avec blessés graves",43,5
"48",53,"accident avec blessés légers",43,38
"49",54,"accident avec blessés graves",20,4
"50",54,"accident avec blessés légers",20,16
"51",55,"accident avec blessés graves",12,4
"52",55,"accident avec blessés légers",12,8
"53",56,"accident avec blessés légers",19,19
"54",57,"accident avec blessés graves",6,3
"55",57,"accident avec blessés légers",6,3
"56",58,"accident avec blessés légers",5,5
"57",59,"accident avec blessés légers",1,1
"58",60,"accident avec blessés légers",7,7
"59",61,"accident avec blessés légers",1,1
"60",62,"accident avec tués",55,1
"61",62,"accident avec blessés graves",55,6
"62",62,"accident avec blessés légers",55,48
"63",63,"accident avec blessés légers",2,2
"64",64,"accident avec blessés légers",5,5
"65",65,"accident avec blessés légers",5,5
"66",66,"accident avec tués",48,1
"67",66,"accident avec blessés graves",48,4
"68",66,"accident avec blessés légers",48,43
"69",67,"accident avec blessés graves",3,1
"70",67,"accident avec blessés légers",3,2
"71",68,"accident avec blessés légers",7,7
"72",69,"accident avec blessés graves",42,5
"73",69,"accident avec blessés légers",42,37
"74",71,"accident avec blessés graves",2,1
"75",71,"accident avec blessés légers",2,1
"76",72,"accident avec tués",10,2
"77",72,"accident avec blessés graves",10,3
"78",72,"accident avec blessés légers",10,5
"79",82,"accident avec blessés légers",1,1
"80",83,"accident avec blessés légers",11,11
"81",84,"accident avec tués",5,1
"82",84,"accident avec blessés graves",5,1
"83",84,"accident avec blessés légers",5,3
"84",85,"accident avec blessés légers",3,3
"85",86,"accident avec blessés graves",8,1
"86",86,"accident avec blessés légers",8,7
"87",87,"accident avec blessés légers",2,2
"88",88,"accident avec blessés graves",8,1
"89",88,"accident avec blessés légers",8,7
"90",89,"accident avec blessés légers",6,6
"91",90,"accident avec blessés légers",9,9
"92",91,"accident avec blessés légers",1,1
"93",92,"accident avec blessés graves",16,4
"94",92,"accident avec blessés légers",16,12
"95",94,"accident avec blessés légers",6,6
"96",96,"accident avec blessés graves",42,5
"97",96,"accident avec blessés légers",42,37
"98",97,"accident avec blessés graves",21,1
"99",97,"accident avec blessés légers",21,20
"100",98,"accident avec blessés légers",1,1
"101",99,"accident avec blessés graves",4,1
"102",99,"accident avec blessés légers",4,3
"103",100,"accident avec blessés graves",6,1
"104",100,"accident avec blessés légers",6,5
"105",101,"accident avec tués",4,1
"106",101,"accident avec blessés légers",4,3
"107",102,"accident avec blessés légers",4,4
"108",111,"accident avec blessés graves",2,1
"109",111,"accident avec blessés légers",2,1
"110",112,"accident avec blessés graves",8,2
"111",112,"accident avec blessés légers",8,6
"112",113,"accident avec blessés graves",21,5
"113",113,"accident avec blessés légers",21,16
"114",114,"accident avec blessés graves",7,3
"115",114,"accident avec blessés légers",7,4
"116",115,"accident avec blessés graves",14,2
"117",115,"accident avec blessés légers",14,12
"118",116,"accident avec blessés légers",6,6
"119",117,"accident avec blessés graves",21,2
"120",117,"accident avec blessés légers",21,19
"121",118,"accident avec blessés graves",15,2
"122",118,"accident avec blessés légers",15,13
"123",119,"accident avec blessés graves",11,2
"124",119,"accident avec blessés légers",11,9
"125",120,"accident avec blessés légers",15,15
"126",121,"accident avec blessés graves",40,3
"127",121,"accident avec blessés légers",40,37
"128",131,"accident avec blessés graves",21,3
"129",131,"accident avec blessés légers",21,18
"130",135,"accident avec blessés graves",12,1
"131",135,"accident avec blessés légers",12,11
"132",136,"accident avec tués",7,1
"133",136,"accident avec blessés graves",7,1
"134",136,"accident avec blessés légers",7,5
"135",137,"accident avec tués",5,1
"136",137,"accident avec blessés graves",5,1
"137",137,"accident avec blessés légers",5,3
"138",138,"accident avec tués",16,1
"139",138,"accident avec blessés graves",16,4
"140",138,"accident avec blessés légers",16,11
"141",139,"accident avec tués",14,2
"142",139,"accident avec blessés graves",14,1
"143",139,"accident avec blessés légers",14,11
"144",141,"accident avec tués",16,1
"145",141,"accident avec blessés graves",16,2
"146",141,"accident avec blessés légers",16,13
"147",151,"accident avec blessés graves",10,1
"148",151,"accident avec blessés légers",10,9
"149",152,"accident avec blessés légers",11,11
"150",153,"accident avec tués",10,1
"151",153,"accident avec blessés graves",10,3
"152",153,"accident avec blessés légers",10,6
"153",154,"accident avec blessés graves",29,4
"154",154,"accident avec blessés légers",29,25
"155",155,"accident avec blessés graves",15,2
"156",155,"accident avec blessés légers",15,13
"157",156,"accident avec blessés graves",22,4
"158",156,"accident avec blessés légers",22,18
"159",157,"accident avec blessés légers",5,5
"160",158,"accident avec blessés graves",25,1
"161",158,"accident avec blessés légers",25,24
"162",159,"accident avec tués",7,1
"163",159,"accident avec blessés graves",7,2
"164",159,"accident avec blessés légers",7,4
"165",160,"accident avec blessés graves",5,1
"166",160,"accident avec blessés légers",5,4
"167",161,"accident avec blessés graves",13,1
"168",161,"accident avec blessés légers",13,12
"169",172,"accident avec blessés graves",10,1
"170",172,"accident avec blessés légers",10,9
"171",173,"accident avec blessés graves",5,3
"172",173,"accident avec blessés légers",5,2
"173",176,"accident avec blessés graves",12,1
"174",176,"accident avec blessés légers",12,11
"175",177,"accident avec tués",34,1
"176",177,"accident avec blessés graves",34,3
"177",177,"accident avec blessés légers",34,30
"178",178,"accident avec blessés graves",5,1
"179",178,"accident avec blessés légers",5,4
"180",180,"accident avec blessés graves",9,1
"181",180,"accident avec blessés légers",9,8
"182",181,"accident avec blessés graves",7,2
"183",181,"accident avec blessés légers",7,5
"184",191,"accident avec tués",42,1
"185",191,"accident avec blessés graves",42,5
"186",191,"accident avec blessés légers",42,36
"187",192,"accident avec blessés graves",17,8
"188",192,"accident avec blessés légers",17,9
"189",193,"accident avec blessés graves",19,2
"190",193,"accident avec blessés légers",19,17
"191",194,"accident avec blessés légers",6,6
"192",195,"accident avec blessés graves",21,1
"193",195,"accident avec blessés légers",21,20
"194",196,"accident avec blessés graves",10,3
"195",196,"accident avec blessés légers",10,7
"196",197,"accident avec blessés graves",8,3
"197",197,"accident avec blessés légers",8,5
"198",198,"accident avec blessés graves",64,5
"199",198,"accident avec blessés légers",64,59
"200",199,"accident avec blessés graves",29,6
"201",199,"accident avec blessés légers",29,23
"202",200,"accident avec blessés graves",29,3
"203",200,"accident avec blessés légers",29,26
"204",211,"accident avec blessés légers",1,1
"205",213,"accident avec blessés légers",2,2
"206",214,"accident avec blessés légers",2,2
"207",215,"accident avec blessés graves",2,1
"208",215,"accident avec blessés légers",2,1
"209",216,"accident avec blessés graves",2,1
"210",216,"accident avec blessés légers",2,1
"211",219,"accident avec blessés légers",1,1
"212",220,"accident avec blessés graves",4,1
"213",220,"accident avec blessés légers",4,3
"214",223,"accident avec blessés graves",19,3
"215",223,"accident avec blessés légers",19,16
"216",224,"accident avec blessés graves",8,1
"217",224,"accident avec blessés légers",8,7
"218",225,"accident avec blessés graves",3,1
"219",225,"accident avec blessés légers",3,2
"220",227,"accident avec blessés graves",11,2
"221",227,"accident avec blessés légers",11,9
"222",228,"accident avec blessés graves",9,5
"223",228,"accident avec blessés légers",9,4
"224",230,"accident avec tués",279,2
"225",230,"accident avec blessés graves",279,22
"226",230,"accident avec blessés légers",279,255
"227",231,"accident avec blessés graves",12,4
"228",231,"accident avec blessés légers",12,8
"229",241,"accident avec blessés graves",3,1
"230",241,"accident avec blessés légers",3,2
"231",242,"accident avec blessés graves",20,1
"232",242,"accident avec blessés légers",20,19
"233",243,"accident avec blessés graves",59,10
"234",243,"accident avec blessés légers",59,49
"235",244,"accident avec blessés légers",7,7
"236",245,"accident avec blessés légers",5,5
"237",246,"accident avec blessés légers",1,1
"238",247,"accident avec blessés graves",29,3
"239",247,"accident avec blessés légers",29,26
"240",248,"accident avec blessés légers",1,1
"241",249,"accident avec blessés graves",8,1
"242",249,"accident avec blessés légers",8,7
"243",250,"accident avec tués",21,1
"244",250,"accident avec blessés graves",21,4
"245",250,"accident avec blessés légers",21,16
"246",251,"accident avec blessés légers",20,20
"247",261,"accident avec tués",1241,10
"248",261,"accident avec blessés graves",1241,165
"249",261,"accident avec blessés légers",1241,1066
"250",291,"accident avec blessés graves",18,3
"251",291,"accident avec blessés légers",18,15
"252",292,"accident avec tués",7,1
"253",292,"accident avec blessés graves",7,1
"254",292,"accident avec blessés légers",7,5
"255",293,"accident avec blessés graves",49,10
"256",293,"accident avec blessés légers",49,39
"257",294,"accident avec blessés graves",9,2
"258",294,"accident avec blessés légers",9,7
"259",295,"accident avec tués",35,1
"260",295,"accident avec blessés graves",35,5
"261",295,"accident avec blessés légers",35,29
"262",296,"accident avec tués",31,1
"263",296,"accident avec blessés graves",31,3
"264",296,"accident avec blessés légers",31,27
"265",297,"accident avec tués",13,1
"266",297,"accident avec blessés graves",13,4
"267",297,"accident avec blessés légers",13,8
"268",298,"accident avec blessés graves",11,5
"269",298,"accident avec blessés légers",11,6
"270",301,"accident avec blessés graves",17,4
"271",301,"accident avec blessés légers",17,13
"272",302,"accident avec blessés graves",2,1
"273",302,"accident avec blessés légers",2,1
"274",303,"accident avec blessés graves",2,2
"275",304,"accident avec blessés légers",1,1
"276",305,"accident avec blessés graves",11,1
"277",305,"accident avec blessés légers",11,10
"278",306,"accident avec blessés graves",33,6
"279",306,"accident avec blessés légers",33,27
"280",307,"accident avec blessés légers",2,2
"281",309,"accident avec blessés graves",5,1
"282",309,"accident avec blessés légers",5,4
"283",310,"accident avec blessés graves",21,3
"284",310,"accident avec blessés légers",21,18
"285",311,"accident avec blessés graves",18,4
"286",311,"accident avec blessés légers",18,14
"287",312,"accident avec blessés légers",3,3
"288",321,"accident avec blessés graves",7,1
"289",321,"accident avec blessés légers",7,6
"290",322,"accident avec blessés légers",1,1
"291",323,"accident avec blessés légers",3,3
"292",324,"accident avec blessés légers",3,3
"293",325,"accident avec blessés légers",1,1
"294",329,"accident avec tués",47,1
"295",329,"accident avec blessés graves",47,5
"296",329,"accident avec blessés légers",47,41
"297",331,"accident avec blessés légers",2,2
"298",332,"accident avec blessés graves",9,1
"299",332,"accident avec blessés légers",9,8
"300",333,"accident avec blessés légers",3,3
"301",335,"accident avec blessés graves",3,2
"302",335,"accident avec blessés légers",3,1
"303",337,"accident avec tués",12,1
"304",337,"accident avec blessés légers",12,11
"305",338,"accident avec blessés légers",3,3
"306",341,"accident avec blessés légers",1,1
"307",342,"accident avec blessés légers",9,9
"308",344,"accident avec blessés légers",2,2
"309",345,"accident avec blessés légers",4,4
"310",351,"accident avec blessés graves",266,34
"311",351,"accident avec blessés légers",266,232
"312",352,"accident avec blessés légers",14,14
"313",353,"accident avec blessés graves",3,1
"314",353,"accident avec blessés légers",3,2
"315",354,"accident avec blessés légers",2,2
"316",355,"accident avec tués",61,1
"317",355,"accident avec blessés graves",61,5
"318",355,"accident avec blessés légers",61,55
"319",356,"accident avec blessés graves",23,3
"320",356,"accident avec blessés légers",23,20
"321",358,"accident avec blessés graves",2,1
"322",358,"accident avec blessés légers",2,1
"323",359,"accident avec blessés graves",7,2
"324",359,"accident avec blessés légers",7,5
"325",360,"accident avec blessés graves",4,1
"326",360,"accident avec blessés légers",4,3
"327",361,"accident avec tués",16,1
"328",361,"accident avec blessés graves",16,5
"329",361,"accident avec blessés légers",16,10
"330",362,"accident avec blessés graves",25,4
"331",362,"accident avec blessés légers",25,21
"332",363,"accident avec blessés graves",24,1
"333",363,"accident avec blessés légers",24,23
"334",371,"accident avec blessés graves",160,22
"335",371,"accident avec blessés légers",160,138
"336",372,"accident avec blessés légers",1,1
"337",381,"accident avec blessés graves",5,2
"338",381,"accident avec blessés légers",5,3
"339",382,"accident avec blessés légers",4,4
"340",383,"accident avec blessés légers",13,13
"341",387,"accident avec blessés légers",3,3
"342",388,"accident avec blessés légers",4,4
"343",390,"accident avec blessés légers",1,1
"344",392,"accident avec blessés graves",6,1
"345",392,"accident avec blessés légers",6,5
"346",401,"accident avec blessés légers",1,1
"347",402,"accident avec blessés graves",1,1
"348",403,"accident avec blessés légers",1,1
"349",404,"accident avec blessés graves",33,8
"350",404,"accident avec blessés légers",33,25
"351",405,"accident avec blessés légers",3,3
"352",406,"accident avec blessés graves",13,4
"353",406,"accident avec blessés légers",13,9
"354",407,"accident avec blessés légers",2,2
"355",409,"accident avec blessés graves",13,1
"356",409,"accident avec blessés légers",13,12
"357",410,"accident avec blessés graves",2,2
"358",411,"accident avec blessés graves",19,1
"359",411,"accident avec blessés légers",19,18
"360",412,"accident avec blessés graves",23,1
"361",412,"accident avec blessés légers",23,22
"362",413,"accident avec blessés légers",6,6
"363",414,"accident avec blessés légers",2,2
"364",415,"accident avec blessés légers",12,12
"365",418,"accident avec blessés graves",8,1
"366",418,"accident avec blessés légers",8,7
"367",420,"accident avec blessés légers",9,9
"368",424,"accident avec blessés graves",6,1
"369",424,"accident avec blessés légers",6,5
"370",431,"accident avec blessés légers",2,2
"371",432,"accident avec blessés légers",3,3
"372",434,"accident avec blessés légers",2,2
"373",435,"accident avec tués",3,1
"374",435,"accident avec blessés graves",3,1
"375",435,"accident avec blessés légers",3,1
"376",438,"accident avec blessés légers",2,2
"377",441,"accident avec blessés graves",2,1
"378",441,"accident avec blessés légers",2,1
"379",443,"accident avec blessés graves",10,3
"380",443,"accident avec blessés légers",10,7
"381",444,"accident avec blessés graves",9,1
"382",444,"accident avec blessés légers",9,8
"383",445,"accident avec blessés graves",4,1
"384",445,"accident avec blessés légers",4,3
"385",446,"accident avec tués",6,1
"386",446,"accident avec blessés légers",6,5
"387",448,"accident avec blessés graves",3,1
"388",448,"accident avec blessés légers",3,2
"389",449,"accident avec blessés graves",4,2
"390",449,"accident avec blessés légers",4,2
"391",450,"accident avec blessés graves",5,2
"392",450,"accident avec blessés légers",5,3
"393",491,"accident avec blessés légers",1,1
"394",492,"accident avec blessés graves",2,1
"395",492,"accident avec blessés légers",2,1
"396",494,"accident avec blessés graves",4,1
"397",494,"accident avec blessés légers",4,3
"398",495,"accident avec blessés légers",4,4
"399",496,"accident avec blessés graves",9,6
"400",496,"accident avec blessés légers",9,3
"401",497,"accident avec blessés graves",4,1
"402",497,"accident avec blessés légers",4,3
"403",498,"accident avec blessés légers",2,2
"404",499,"accident avec tués",3,1
"405",499,"accident avec blessés légers",3,2
"406",500,"accident avec blessés légers",1,1
"407",501,"accident avec blessés légers",2,2
"408",533,"accident avec blessés graves",6,2
"409",533,"accident avec blessés légers",6,4
"410",535,"accident avec blessés légers",1,1
"411",538,"accident avec blessés légers",4,4
"412",540,"accident avec blessés graves",8,2
"413",540,"accident avec blessés légers",8,6
"414",541,"accident avec blessés légers",1,1
"415",543,"accident avec blessés légers",5,5
"416",544,"accident avec blessés graves",19,2
"417",544,"accident avec blessés légers",19,17
"418",546,"accident avec blessés graves",17,2
"419",546,"accident avec blessés légers",17,15
"420",551,"accident avec blessés graves",19,2
"421",551,"accident avec blessés légers",19,17
"422",552,"accident avec blessés graves",14,1
"423",552,"accident avec blessés légers",14,13
"424",553,"accident avec blessés graves",1,1
"425",554,"accident avec blessés graves",6,1
"426",554,"accident avec blessés légers",6,5
"427",557,"accident avec blessés légers",1,1
"428",561,"accident avec blessés graves",6,1
"429",561,"accident avec blessés légers",6,5
"430",562,"accident avec blessés graves",8,4
"431",562,"accident avec blessés légers",8,4
"432",563,"accident avec tués",10,1
"433",563,"accident avec blessés graves",10,2
"434",563,"accident avec blessés légers",10,7
"435",564,"accident avec blessés graves",7,3
"436",564,"accident avec blessés légers",7,4
"437",565,"accident avec blessés graves",7,2
"438",565,"accident avec blessés légers",7,5
"439",566,"accident avec blessés légers",5,5
"440",567,"accident avec tués",13,1
"441",567,"accident avec blessés graves",13,3
"442",567,"accident avec blessés légers",13,9
"443",571,"accident avec blessés graves",5,1
"444",571,"accident avec blessés légers",5,4
"445",572,"accident avec blessés graves",2,1
"446",572,"accident avec blessés légers",2,1
"447",573,"accident avec blessés graves",7,1
"448",573,"accident avec blessés légers",7,6
"449",574,"accident avec blessés graves",5,1
"450",574,"accident avec blessés légers",5,4
"451",575,"accident avec blessés graves",4,1
"452",575,"accident avec blessés légers",4,3
"453",576,"accident avec blessés graves",6,1
"454",576,"accident avec blessés légers",6,5
"455",579,"accident avec tués",2,1
"456",579,"accident avec blessés légers",2,1
"457",580,"accident avec blessés légers",1,1
"458",581,"accident avec blessés graves",28,4
"459",581,"accident avec blessés légers",28,24
"460",582,"accident avec blessés légers",4,4
"461",584,"accident avec blessés graves",8,2
"462",584,"accident avec blessés légers",8,6
"463",585,"accident avec blessés graves",3,1
"464",585,"accident avec blessés légers",3,2
"465",586,"accident avec blessés graves",4,1
"466",586,"accident avec blessés légers",4,3
"467",587,"accident avec blessés graves",7,5
"468",587,"accident avec blessés légers",7,2
"469",588,"accident avec blessés graves",1,1
"470",589,"accident avec blessés graves",2,1
"471",589,"accident avec blessés légers",2,1
"472",590,"accident avec blessés légers",1,1
"473",592,"accident avec blessés légers",1,1
"474",593,"accident avec blessés graves",13,4
"475",593,"accident avec blessés légers",13,9
"476",594,"accident avec blessés graves",17,2
"477",594,"accident avec blessés légers",17,15
"478",602,"accident avec blessés légers",1,1
"479",603,"accident avec blessés légers",2,2
"480",605,"accident avec blessés légers",2,2
"481",608,"accident avec blessés graves",8,2
"482",608,"accident avec blessés légers",8,6
"483",611,"accident avec blessés légers",7,7
"484",612,"accident avec blessés graves",13,3
"485",612,"accident avec blessés légers",13,10
"486",613,"accident avec blessés légers",1,1
"487",614,"accident avec blessés légers",1,1
"488",615,"accident avec blessés légers",1,1
"489",616,"accident avec blessés graves",16,1
"490",616,"accident avec blessés légers",16,15
"491",619,"accident avec blessés graves",2,1
"492",619,"accident avec blessés légers",2,1
"493",620,"accident avec blessés légers",1,1
"494",622,"accident avec blessés légers",3,3
"495",623,"accident avec blessés graves",11,1
"496",623,"accident avec blessés légers",11,10
"497",626,"accident avec tués",4,1
"498",626,"accident avec blessés graves",4,1
"499",626,"accident avec blessés légers",4,2
"500",627,"accident avec blessés graves",26,5
"501",627,"accident avec blessés légers",26,21
"502",628,"accident avec blessés graves",9,1
"503",628,"accident avec blessés légers",9,8
"504",630,"accident avec blessés légers",2,2
"505",632,"accident avec blessés graves",10,1
"506",632,"accident avec blessés légers",10,9
"507",662,"accident avec blessés graves",4,1
"508",662,"accident avec blessés légers",4,3
"509",663,"accident avec tués",7,1
"510",663,"accident avec blessés graves",7,1
"511",663,"accident avec blessés légers",7,5
"512",666,"accident avec blessés graves",3,1
"513",666,"accident avec blessés légers",3,2
"514",667,"accident avec blessés graves",9,2
"515",667,"accident avec blessés légers",9,7
"516",668,"accident avec blessés légers",5,5
"517",669,"accident avec blessés légers",2,2
"518",670,"accident avec blessés graves",5,1
"519",670,"accident avec blessés légers",5,4
"520",671,"accident avec blessés légers",1,1
"521",690,"accident avec blessés légers",1,1
"522",691,"accident avec blessés légers",2,2
"523",692,"accident avec blessés légers",1,1
"524",696,"accident avec blessés légers",1,1
"525",700,"accident avec blessés légers",6,6
"526",703,"accident avec blessés graves",1,1
"527",704,"accident avec blessés graves",2,1
"528",704,"accident avec blessés légers",2,1
"529",706,"accident avec blessés graves",3,1
"530",706,"accident avec blessés légers",3,2
"531",708,"accident avec blessés graves",1,1
"532",713,"accident avec blessés graves",9,2
"533",713,"accident avec blessés légers",9,7
"534",717,"accident avec blessés graves",4,2
"535",717,"accident avec blessés légers",4,2
"536",723,"accident avec tués",6,1
"537",723,"accident avec blessés graves",6,2
"538",723,"accident avec blessés légers",6,3
"539",724,"accident avec blessés graves",1,1
"540",726,"accident avec blessés graves",4,2
"541",726,"accident avec blessés légers",4,2
"542",731,"accident avec blessés légers",7,7
"543",732,"accident avec blessés légers",1,1
"544",733,"accident avec blessés graves",18,2
"545",733,"accident avec blessés légers",18,16
"546",734,"accident avec blessés légers",1,1
"547",735,"accident avec blessés légers",1,1
"548",736,"accident avec blessés légers",1,1
"549",738,"accident avec blessés légers",1,1
"550",739,"accident avec blessés graves",6,2
"551",739,"accident avec blessés légers",6,4
"552",740,"accident avec blessés légers",1,1
"553",741,"accident avec blessés légers",1,1
"554",742,"accident avec blessés graves",4,1
"555",742,"accident avec blessés légers",4,3
"556",743,"accident avec blessés graves",17,1
"557",743,"accident avec blessés légers",17,16
"558",744,"accident avec blessés graves",10,1
"559",744,"accident avec blessés légers",10,9
"560",746,"accident avec blessés graves",1,1
"561",748,"accident avec blessés graves",4,1
"562",748,"accident avec blessés légers",4,3
"563",749,"accident avec blessés graves",8,1
"564",749,"accident avec blessés légers",8,7
"565",750,"accident avec blessés graves",6,1
"566",750,"accident avec blessés légers",6,5
"567",751,"accident avec blessés légers",6,6
"568",754,"accident avec blessés légers",1,1
"569",755,"accident avec blessés légers",1,1
"570",756,"accident avec blessés graves",6,1
"571",756,"accident avec blessés légers",6,5
"572",761,"accident avec blessés graves",2,1
"573",761,"accident avec blessés légers",2,1
"574",762,"accident avec blessés graves",1,1
"575",763,"accident avec tués",6,1
"576",763,"accident avec blessés graves",6,2
"577",763,"accident avec blessés légers",6,3
"578",766,"accident avec blessés graves",10,3
"579",766,"accident avec blessés légers",10,7
"580",767,"accident avec blessés graves",1,1
"581",768,"accident avec blessés graves",38,3
"582",768,"accident avec blessés légers",38,35
"583",769,"accident avec blessés graves",4,2
"584",769,"accident avec blessés légers",4,2
"585",770,"accident avec tués",2,1
"586",770,"accident avec blessés légers",2,1
"587",782,"accident avec tués",11,1
"588",782,"accident avec blessés graves",11,5
"589",782,"accident avec blessés légers",11,5
"590",783,"accident avec blessés graves",4,2
"591",783,"accident avec blessés légers",4,2
"592",784,"accident avec blessés graves",24,11
"593",784,"accident avec blessés légers",24,13
"594",785,"accident avec blessés graves",6,3
"595",785,"accident avec blessés légers",6,3
"596",786,"accident avec blessés légers",1,1
"597",791,"accident avec tués",11,2
"598",791,"accident avec blessés graves",11,2
"599",791,"accident avec blessés légers",11,7
"600",792,"accident avec tués",5,1
"601",792,"accident avec blessés graves",5,1
"602",792,"accident avec blessés légers",5,3
"603",793,"accident avec blessés graves",2,1
"604",793,"accident avec blessés légers",2,1
"605",794,"accident avec blessés légers",5,5
"606",841,"accident avec blessés graves",3,1
"607",841,"accident avec blessés légers",3,2
"608",842,"accident avec blessés graves",2,1
"609",842,"accident avec blessés légers",2,1
"610",843,"accident avec blessés graves",18,2
"611",843,"accident avec blessés légers",18,16
"612",852,"accident avec blessés graves",7,4
"613",852,"accident avec blessés légers",7,3
"614",853,"accident avec blessés graves",5,2
"615",853,"accident avec blessés légers",5,3
"616",855,"accident avec blessés graves",13,2
"617",855,"accident avec blessés légers",13,11
"618",861,"accident avec blessés graves",33,5
"619",861,"accident avec blessés légers",33,28
"620",863,"accident avec blessés légers",2,2
"621",866,"accident avec blessés graves",5,3
"622",866,"accident avec blessés légers",5,2
"623",867,"accident avec blessés légers",3,3
"624",868,"accident avec blessés légers",1,1
"625",869,"accident avec blessés graves",3,1
"626",869,"accident avec blessés légers",3,2
"627",870,"accident avec blessés graves",8,1
"628",870,"accident avec blessés légers",8,7
"629",872,"accident avec blessés légers",3,3
"630",877,"accident avec blessés légers",1,1
"631",879,"accident avec tués",17,1
"632",879,"accident avec blessés graves",17,8
"633",879,"accident avec blessés légers",17,8
"634",880,"accident avec blessés graves",10,2
"635",880,"accident avec blessés légers",10,8
"636",883,"accident avec blessés légers",2,2
"637",884,"accident avec blessés graves",1,1
"638",885,"accident avec blessés légers",3,3
"639",886,"accident avec blessés graves",6,3
"640",886,"accident avec blessés légers",6,3
"641",889,"accident avec blessés graves",5,2
"642",889,"accident avec blessés légers",5,3
"643",901,"accident avec blessés graves",10,2
"644",901,"accident avec blessés légers",10,8
"645",902,"accident avec blessés graves",14,3
"646",902,"accident avec blessés légers",14,11
"647",903,"accident avec blessés graves",6,1
"648",903,"accident avec blessés légers",6,5
"649",904,"accident avec blessés graves",6,1
"650",904,"accident avec blessés légers",6,5
"651",905,"accident avec blessés graves",7,2
"652",905,"accident avec blessés légers",7,5
"653",906,"accident avec blessés légers",2,2
"654",907,"accident avec blessés graves",5,1
"655",907,"accident avec blessés légers",5,4
"656",908,"accident avec blessés graves",1,1
"657",909,"accident avec blessés légers",2,2
"658",921,"accident avec blessés légers",1,1
"659",923,"accident avec blessés graves",4,1
"660",923,"accident avec blessés légers",4,3
"661",924,"accident avec blessés légers",3,3
"662",927,"accident avec blessés graves",4,1
"663",927,"accident avec blessés légers",4,3
"664",928,"accident avec tués",16,1
"665",928,"accident avec blessés graves",16,2
"666",928,"accident avec blessés légers",16,13
"667",929,"accident avec blessés graves",6,1
"668",929,"accident avec blessés légers",6,5
"669",934,"accident avec blessés graves",6,1
"670",934,"accident avec blessés légers",6,5
"671",935,"accident avec blessés légers",2,2
"672",938,"accident avec blessés graves",12,2
"673",938,"accident avec blessés légers",12,10
"674",939,"accident avec tués",32,3
"675",939,"accident avec blessés graves",32,1
"676",939,"accident avec blessés légers",32,28
"677",941,"accident avec blessés graves",11,3
"678",941,"accident avec blessés légers",11,8
"679",942,"accident avec tués",106,2
"680",942,"accident avec blessés graves",106,15
"681",942,"accident avec blessés légers",106,89
"682",944,"accident avec tués",21,1
"683",944,"accident avec blessés graves",21,2
"684",944,"accident avec blessés légers",21,18
"685",945,"accident avec blessés légers",2,2
"686",946,"accident avec blessés légers",1,1
"687",951,"accident avec blessés graves",6,2
"688",951,"accident avec blessés légers",6,4
"689",952,"accident avec blessés légers",1,1
"690",953,"accident avec blessés légers",1,1
"691",954,"accident avec blessés graves",18,5
"692",954,"accident avec blessés légers",18,13
"693",955,"accident avec blessés légers",4,4
"694",956,"accident avec blessés graves",3,1
"695",956,"accident avec blessés légers",3,2
"696",957,"accident avec tués",8,1
"697",957,"accident avec blessés graves",8,1
"698",957,"accident avec blessés légers",8,6
"699",959,"accident avec blessés légers",1,1
"700",973,"accident avec blessés graves",3,1
"701",973,"accident avec blessés légers",3,2
"702",976,"accident avec blessés légers",2,2
"703",977,"accident avec blessés légers",2,2
"704",979,"accident avec blessés graves",13,1
