"lon","lat","gemeinde_f","accident_severity_category_fr"
8.3605,47.4457,"Würenlos","a"
8.3605,47.4457,"Würenlos","a"
8.3605,47.4457,"Würenlos","a"
8.3605,47.4457,"Würenlos","a"
8.3605,47.4457,"Würenlos","a"
8.3605,47.4457,"Würenlos","a"
8.3605,47.4457,"Würenlos","a"
8.3605,47.4457,"Würenlos","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
6.5429,46.6586,"Eclépens","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
8.9539,46.0309,"Porza","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.4739,46.8306,"Riggisberg","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
7.5594,46.9543,"Vechigen","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
6.2278,46.2591,"Corsier (GE)","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
8.5736,47.698,"Beringen","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
9.3674,47.4235,"Saint-Gall","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
6.1368,46.2105,"Genève","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
7.7956,47.5534,"Rheinfelden","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.6388,47.4128,"Wangen-Brüttisellen","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.3071,47.0451,"Lucerne","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
8.1303,47.3954,"Rupperswil","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.601,47.5671,"Bâle","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
7.2167,46.8156,"Tavel","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
9.0853,46.2349,"San Vittore","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.6057,47.329,"Küsnacht (ZH)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
8.3424,47.2721,"Muri (AG)","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
7.4774,46.7979,"Riggisberg","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
8.4953,47.3677,"Zurich","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
6.9846,46.8105,"Montagny (FR)","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
7.6354,46.7818,"Steffisburg","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
6.1413,46.2104,"Genève","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
7.5844,47.5565,"Bâle","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
8.6105,47.3391,"Zollikon","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
7.4491,46.2682,"Lens","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
8.6852,47.4085,"Volketswil","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.5613,47.0651,"Kernenried","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.13,47.404,"Courgenay","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.0098,46.2099,"Saint-Maurice","a"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.6332,46.7149,"Spiez","b"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
7.9105,47.3473,"Olten","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.5338,47.4274,"Heiden","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
9.2951,47.5453,"Amriswil","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
6.2719,46.425,"Gland","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
7.4773,47.1127,"Fraubrunnen","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
6.1443,46.2038,"Genève","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
8.6547,46.8658,"Schattdorf","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
6.1402,46.2088,"Genève","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
9.0331,47.5264,"Affeltrangen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.7015,47.4281,"Ziefen","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.11,47.0066,"Anet","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.5404,47.2041,"Soleure","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.4759,46.8213,"Riggisberg","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
7.8345,47.5707,"Möhlin","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
9.1755,47.3171,"Neckertal","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
7.0931,46.6895,"Pont-en-Ogoz","a"
